Nivel_educacao,Avaliacao_desempenho,Experiencia_cargos_lideranca,Habilidades_competencias,Treinamento_lideranca,Feedback_supervisores,Satisfacao_trabalho,Coach,Empodera,Sucesso_membros,Orientado_resultados,Comunicador,Desenvolvimento_carreira,Estrategia_equipe,Habilidades_tecnicas,Idade_18-29,Idade_30-39,Idade_40-49,Idade_50-59,Idade_60-69,Idade_70-79,Idade_80-89,Indice_lideranca,Indice_competencias,Engajamento_desenvolvimento
0.25,0.4,0.0,1.0,0.0,0.9493849230277738,0.502316684378321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3163610545892973,0.8,0.4211504017384421
0.0,0.2,0.0,0.7000000000000001,1.0,0.1884934781652109,0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3963100311401958,0.5333333333333333,0.3123844876244701
0.5,1.0,0.0,1.0,1.0,0.1537214294956549,0.6000000000000001,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3847145218981574,1.0,0.8795605979547839
0.5,0.2,1.0,0.7000000000000001,1.0,0.4318129773553933,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8111353732851274,0.5333333333333333,0.3471658850627792
0.5,0.8,1.0,0.7000000000000001,1.0,0.9783586673504544,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9933931303635204,0.7333333333333333,0.8544020249723531
0.5,0.2,0.0,0.1,1.0,0.7477104076076426,0.6000000000000001,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5827932934661043,0.1333333333333333,0.3923219621873507
0.0,1.0,0.0,0.4,0.0,0.4894460222459306,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1629842482506399,0.6,0.7845142228085653
0.25,0.0,0.0,0.6000000000000001,0.0,0.874048531751275,0.4,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2912384674903871,0.4,0.1243081059573484
0.5,0.2,1.0,0.4,1.0,0.2869583305475929,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7628303852249139,0.3333333333333333,0.3264595830270758
0.5,0.6000000000000001,0.0,0.8,1.0,0.6722298866153981,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5576226431234415,0.7333333333333333,0.6676056776512224
0.25,1.0,0.0,0.3,1.0,0.1586958519030006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3863733531492674,0.5333333333333333,0.880271668639015
0.0,0.8,0.0,0.1,1.0,0.4002669753035222,0.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4669305909646176,0.3333333333333333,0.7717664903613226
0.0,0.4,0.0,0.9,0.0,0.256779404009459,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0853964147665313,0.7333333333333333,0.3221456450086356
1.0,1.0,0.0,0.8,1.0,0.4510088430822181,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4838515898501767,0.8666666666666667,0.9220564592391244
0.5,0.2,0.0,0.0,0.0,0.7770252331244926,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2588839011370704,0.0666666666666666,0.2534757274795456
0.25,1.0,0.0,0.6000000000000001,1.0,0.2690949340169787,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4231883705539219,0.7333333333333333,0.8960527070046641
0.25,0.8,0.0,1.0,1.0,0.8783442577632389,0.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6263560421323485,0.9333333333333332,0.8401054275315873
0.25,0.4,0.0,0.4,0.0,0.7531353283967093,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2509172836479788,0.4,0.3930974295324006
0.5,1.0,0.0,0.1,1.0,0.7266906681540862,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5757837961133541,0.4,0.9614639015372384
0.25,0.8,0.0,0.1,1.0,0.3932684176156041,0.6000000000000001,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4645967670038153,0.3333333333333333,0.7707660788971835
0.0,0.6000000000000001,0.0,0.0,0.0,0.704695351723211,0.4,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2347639012994302,0.2,0.5292098123061805
0.25,1.0,1.0,0.0,1.0,0.0058109029289275,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6690755528217879,0.3333333333333333,0.8584174720361912
0.25,0.0,1.0,0.5,1.0,0.1398242645802441,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7137652743953407,0.3333333333333333,0.162390795080888
0.25,0.2,1.0,0.5,0.0,0.9006917826028259,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6338083189100753,0.4,0.2711532889637087
0.25,0.8,0.0,0.7000000000000001,0.0,0.1665806535720207,0.6000000000000001,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.055317645055348,0.7333333333333333,0.5953254576220358
0.5,1.0,0.0,0.4,0.0,0.9236630615594208,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.307783530578184,0.6,0.846583541005887
0.25,0.0,0.0,0.2,1.0,0.6752473515548169,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5586288835933392,0.1333333333333333,0.2389270498721782
0.25,0.4,0.0,0.6000000000000001,0.0,0.5839580556150888,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1945013776217209,0.5333333333333333,0.3689143205677238
1.0,0.6000000000000001,1.0,0.6000000000000001,0.0,0.4383023823895463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4796143392988604,0.6,0.4911301689894589
0.75,0.8,0.0,0.3,0.0,0.0040227906987892,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0011091277710933,0.4666666666666667,0.5720885626993778
0.25,0.0,0.0,0.2,1.0,0.9773425695493586,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.659369220336807,0.1333333333333333,0.2821101645680873
0.25,0.8,1.0,0.9,0.0,0.1677364672752523,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3893881464419745,0.8666666666666667,0.5954906758470878
0.25,0.8,0.0,0.5,1.0,0.7713062148826281,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5906618376502726,0.6,0.824804834184815
0.25,0.6000000000000001,0.0,1.0,1.0,0.7277548238403736,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5761386623800091,0.8666666666666667,0.6755427107118139
0.5,0.6000000000000001,0.0,0.2,0.0,0.0444211951446072,0.6000000000000001,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0145808698754123,0.3333333333333333,0.4348266743553058
0.25,0.0,0.0,0.6000000000000001,0.0,0.8522625758289785,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.283973458297391,0.4,0.1211939042841212
1.0,0.0,0.0,0.4,1.0,0.2760294665219546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4255008439003964,0.2666666666666666,0.1818606989630957
0.5,0.8,1.0,0.3,1.0,0.3881548452229728,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7965766028358371,0.4666666666666667,0.7700351173659062
0.25,0.8,0.0,0.7000000000000001,0.0,0.6917055487844578,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2304321640049162,0.7333333333333333,0.6703896335139083
0.25,0.4,1.0,0.7000000000000001,0.0,0.484093480842815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4948843945769909,0.6,0.354639141321003
0.25,0.4,0.0,0.4,0.0,0.181530456016357,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0603029875658606,0.4,0.3113891558013442
0.25,0.0,1.0,0.9,1.0,0.6923248917522876,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.898008837076609,0.6,0.2413682052865771
0.25,0.6000000000000001,0.0,0.4,0.0,0.3076173780605407,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1023494624157469,0.4666666666666667,0.4724493518337343
1.0,0.8,0.0,0.7000000000000001,1.0,0.9406446026190988,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6471314710241984,0.7333333333333333,0.8490109737873838
0.25,0.4,1.0,0.1,0.0,0.6214945895664823,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5407038353931582,0.2,0.374279994548499
0.25,0.4,0.0,0.9,0.0,0.9914424815069234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3303860783282503,0.7333333333333333,0.4271623352728148
0.25,0.2,0.0,1.0,1.0,0.9551595930954112,0.2,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6519718158602373,0.7333333333333333,0.421975864125822
0.25,0.4,1.0,0.5,0.0,0.2307732671102297,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4104091625466416,0.4666666666666667,0.3184281879764715
0.75,0.4,0.0,0.2,0.0,0.1854000333522511,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0615933837742504,0.2666666666666666,0.3119422939907863
0.25,0.4,0.0,0.2,0.0,0.6756154868916929,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2250665767438506,0.2666666666666666,0.3820163265969007
1.0,0.2,1.0,0.3,0.0,0.0345404352674291,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3449709815280822,0.2666666666666666,0.1473409584531465
0.25,0.2,0.0,0.6000000000000001,0.0,0.0321337115853066,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0104833365224808,0.4666666666666667,0.1469969284301081
0.25,0.0,0.0,0.3,0.0,0.0060480606380583,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0017844988578414,0.2,0.0002314517520431
0.5,0.0,1.0,0.1,0.0,0.712783321492548,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5711460835563921,0.0666666666666666,0.1012559897494437
0.25,0.2,1.0,0.5,0.0,0.0948369252381456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3650781806569635,0.4,0.1559600629177965
0.5,0.6000000000000001,0.0,0.6000000000000001,0.0,0.1525516545393786,0.6000000000000001,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0506393648226973,0.6,0.4502834235920651
0.0,0.0,1.0,0.1,1.0,0.3022794838037119,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7679395628827596,0.0666666666666666,0.185613017568378
0.25,1.0,0.0,0.5,0.0,0.6787020597289404,0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2260958627718511,0.6666666666666666,0.8115674983545215
0.0,0.0,0.0,0.5,1.0,0.349990512051345,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4501647915192706,0.3333333333333333,0.1924330884677277
1.0,0.2,1.0,0.4,1.0,0.5522150720848603,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.851286116644079,0.3333333333333333,0.3643768078335733
